cano_smiles,endpoint,set_split
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cccc(Cl)c2)n1,0.989,train
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCCn3ccnc3)nc2cc1O,0.988,train
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,0.988,train
COc1cc(-c2cnc3[nH]cc(-c4ccc(N)nc4)c3c2)cc(OC)c1OC,0.988,train
O=C(Nc1ccc(F)c(F)c1F)NC1C2CC3CC(C2)CC1C3,0.988,train
C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,0.988,train
CNC(=O)c1cnc(N)c2cc(-c3ccc(S(=O)(=O)NC(C)(C)C)cc3)sc12,0.988,train
COc1ccc2c(=O)c(Cl)c(-c3ccc(N4CCCCC4)cc3)[nH]c2c1,0.988,train
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,0.988,train
Cc1ccc(-c2ncc(C(F)(F)F)[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.988,train
Cc1cccc2nc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(CN6C[C@H](C)N[C@H](C)C6)cc5)c4)CC3)cn12,0.988,train
Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,0.988,train
O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1ccc2nccn2c1,0.988,train
O=C(COc1c(Cl)cc(Cl)cc1Cl)N/N=C/c1ccc[nH]1,0.988,train
CC(C)(C)NC(=O)c1c[nH]c2ncc(-c3nn(CCC(O)CO)c4cc(F)ccc34)nc12,0.988,train
C[C@]12CC[C@@H]3[C@H]4CC[C@@](C)(O)C[C@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(=O)Cn1cc(C#N)cn1,0.988,train
Nc1ncnc2c1C(=O)N(c1ccc(-c3cccc(Cl)c3Cl)cc1)CCO2,0.988,train
Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1,0.988,train
COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,0.988,train
CN1CC(c2nc(C(=O)NCc3ccc(F)cc3)c(O)c3ncccc23)CC1=O,0.988,train
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,0.988,train
Cc1ccn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccnc43)cc2)n1,0.988,train
Cc1cc(Oc2cncc(F)c2)cc(C(=O)Nc2ccc(F)cn2)n1,0.987666667,train
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0.9875,train
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,0.9875,train
C[C@@H](NC1=CC(=O)CCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.987,train
O=C(Nc1nnc(C2CCC2)o1)NC1C2CC3CC(C2)CC1C3,0.987,train
COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)nc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,0.987,train
CC1=C(C(N)=O)C(c2ccc(C(C)C)cc2)n2nc(SCc3ccccc3)nc2N1,0.987,train
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2ccsc2c1=O,0.987,train
O=C(c1ccc(F)c(F)c1)N1CCN2C(=O)c3ccccc3[C@@]12c1ccc(Cl)cc1,0.987,train
COc1ccc([C@]23c4ccccc4C(=O)N2CCN3C(=O)c2cc(F)c(F)c(F)c2)cc1C,0.987,train
O=C(C1CCC(F)(F)CC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1,0.987,train
COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)cc1F,0.987,train
CNc1ccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)cn1,0.987,train
CCc1cc(CC)n2nc(-c3ccc(OC)cc3)c(CC(=O)N(C)C(C)(C)C)c2n1,0.987,train
Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@H](C)N[C@H](C)C5)cc4CN4CCOCC4)c3)CC2)c1,0.987,train
O=C1C2=Nc3ccccc3CN2c2ccc(Cl)cc21,0.987,train
Cc1cn([C@H]2CCCN([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F)C2)c(=O)[nH]c1=O,0.987,train
C[C@@](CCc1cc(-c2ccccc2)no1)(C(=O)NO)S(C)(=O)=O,0.987,train
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,0.987,train
CN(C)c1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)nc2)c1,0.987,train
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0.986666667,train
Cc1csc(NC(=O)c2cc(C(F)(F)c3cncnc3)cc3cccnc23)n1,0.986,train
CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3cccc(CN)c3)nc3ccccc23)CC1,0.986,train
COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.986,train
O=C(Nc1nc(C(F)(F)F)co1)C1c2ccccc2Oc2ccccc21,0.986,train
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.986,train
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,0.986,train
O=C1c2ccc(COc3cccc(F)c3)nc2CCN1c1ccc(F)cc1,0.986,train
Cc1oc(-c2ccccc2)nc1COc1ccc(CCC(=O)O)cc1,0.986,train
COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1nc(-c2ccc(-c3ccc(-c4ccc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)cc3)cc2)c[nH]1)C(C)C,0.986,train
C[C@@](C(=O)O[C@H]1C[N+]2(CC(=O)Nc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.986,train
Cc1cc(Oc2cncc(Cl)c2)cc(C(=O)Nc2ccc(F)cn2)n1,0.986,train
CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,0.986,train
C[C@H](N[S@]1(=O)=NC(=O)c2ccccc21)c1ccccc1,0.986,train
NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,0.986,train
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0.985333333,train
N#CC1(NC(=O)[C@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)NC(=O)c2cnn(-c3ccc(F)nc3)n2)CC1,0.9852,train
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0.985,train
COCCC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.985,train
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.985,train
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0.985,train
Cc1ccc(OCC[N+]23CCC(CC2)[C@@H](OC(=O)[C@](C)(c2ccccc2)N2CCCCC2)C3)cc1,0.985,train
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(-c3ccccn3)n2)c(F)c1F,0.985,train
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.985,train
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,0.985,train
Fc1ccc2c(CN3CCO[C@H](COc4cccc(Cl)n4)C3)c[nH]c2c1,0.985,train
O=[N+]([O-])c1ccc(C2=NOC(c3ccc(N4CCSCC4)cc3)C2)o1,0.985,train
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,0.985,train
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,0.985,train
O[C@H](CN1c2ccccc2N(Cc2cccc(OC(F)(F)F)c2)C[C@H]1c1cccc(OC(F)(F)C(F)F)c1)C(F)(F)F,0.985,train
Cc1ccc(-c2noc(COc3ccc(CCC(=O)O)cc3)n2)cc1,0.985,train
CCN(Cc1ccccc1C(F)(F)F)C(=O)C1CCN(S(=O)(=O)c2ccc3[nH]ncc3c2)CC1,0.985,train
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,0.985,train
Cc1nc(C)c(-c2ccc(-c3ccc(CC(=O)O)cc3Cl)cc2)nc1C(N)=O,0.985,train
O=C(NOCCO)c1ccn2cncc2c1Nc1ccc(I)cc1F,0.985,train
CC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1OC)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,0.985,train
CN(C)C(=O)c1ccc2c(c1)c(Oc1c(Cl)cccc1C(F)(F)F)nn2-c1ccc(C(=O)O)cc1,0.985,train
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,0.985,train
CCCNc1cc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,0.985,train
Cc1c(-c2ccc(N3CCCC(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,0.9845,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0.9845,train
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3)cc1)C(=O)N2c1ccncn1,0.984,train
CNc1ccn2ncc(C(=O)Nc3cc(C)nn3-c3cccc(Cl)c3)c2n1,0.984,train
Cc1c(C#Cc2cnc(N)nc2)cccc1C(=O)Nc1ccc(CN2CCN(C)CC2)c(C(F)(F)F)c1,0.984,train
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,0.984,train
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,0.984,train
O=C1c2oc(-c3ccc(Cl)cc3)cc2Cc2cc(N3CCNCC3)ccc2N1Cc1ccccc1-c1cncnc1,0.984,train
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2nccnc2NCCO)cc1,0.984,train
C[C@@](C(=O)O[C@H]1C[N+]2(CCOCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.984,train
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cn2)c2c(F)cccc2c1=O,0.984,train
COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccn3)cc2)ccc1O,0.984,train
O=C(O)c1cn(Cc2ccc(-c3ccccc3)nn2)c2c(F)cccc2c1=O,0.984,train
CS(=O)c1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.984,train
Cc1cccc(NC(=O)c2cc(Oc3cncc(F)c3)cc(C)n2)n1,0.984,train
COc1cc(F)c(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1,0.984,train
C[C@H](NS(=O)(=O)C1CC1)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1ccc(S(C)(=O)=O)cc1,0.984,train
C[C@@](CCc1cc(-c2ccccc2)on1)(C(=O)NO)S(C)(=O)=O,0.984,train
Cc1ccc(NC(=O)c2cc(Oc3cncc(F)c3)cn3ccnc23)nc1,0.984,train
Cc1noc(C)c1S(=O)(=O)Nc1c(N2CCC(C)CC2)c(=O)c1=O,0.984,train
COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.983,train
CCc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,0.983,train
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(C(=O)O)CCCCC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,0.983,train
C[C@@H](NC(=O)[C@H]1CCCNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,0.983,train
Fc1ccc2c(CN3CCO[C@H](COc4ccccc4)C3)c[nH]c2c1,0.983,train
O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.983,train
Cc1[nH]c(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,0.983,train
Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)cc[nH]c3=O)nc12,0.983,train
O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1,0.983,train
Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,0.983,train
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,0.983,train
C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,0.9825,train
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)c(F)c12,0.982,train
CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,0.982,train
COc1ccc2c(CN3CCC(F)(F)[C@H](CCc4ccc(F)cc4)C3)c[nH]c2c1,0.982,train
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2)c2c(F)cccc2c1=O,0.982,train
Cc1cc2ccc1[C@@H](C)COC(=O)Nc1ccc(C3(c4nnn[nH]4)CC3)c(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)ncc(F)c2c1,0.982,train
O=C(NCc1ccc(F)cc1)c1cnn2c1N[C@@H](c1ccc(N3CCOCC3)cc1)C[C@H]2C(F)(F)F,0.982,train
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1,0.982,train
O=C(O)c1cn(Cc2ccc(-c3ccccc3)nc2)c2c(F)cccc2c1=O,0.982,train
Cc1noc2c1-c1sc(C)c(C)c1C(c1ccccc1)=N[C@H]2CC(N)=O,0.982,train
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,0.982,train
COC(=O)N[C@H](C(=O)N[C@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCN(Cc2cccc(C(C)(C)O)n2)C1=O)C(C)(C)C)C(C)(C)C,0.982,train
O=C(O)CCn1c(=O)oc2cc(Cl)c(Cl)cc21,0.982,train
CS(=O)(=O)Cc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,0.982,train
CN1CCN(c2ccc(-c3ccc(Cn4cc(C(=O)O)c(=O)c5cccc(F)c54)cc3)cn2)CC1,0.982,train
CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1,0.982,train
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0.9815,train
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.9814,train
CCn1nc(NC(=O)NC2C3CC4CC(C3)CC2C4)cc1C,0.981,train
CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)c(C)cc3n2)cc1,0.981,train
C[C@@](C(=O)O[C@H]1C[N+]2(CCc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.981,train
C[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccc(F)cc3)CCC1CC2)(c1cccs1)N1CCCCC1,0.981,train
Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,0.981,train
O=C(O)c1cn(Cc2ccc(-c3cccs3)cn2)c2c(F)cccc2c1=O,0.981,train
COCCOc1ccc([C@H]2C[C@@H](C(F)(F)F)n3ncc(C(=O)NCc4ccc(F)cc4)c3N2)cc1,0.981,train
O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.981,train
Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)(F)F)cc3)c(N)c2c1C,0.981,train
O=C(O)CCn1c(=O)oc2cc(OCC3CCC3)c(Cl)cc21,0.981,train
O=C(O)c1cn(Cc2ccc(-c3ccc(F)cc3)cn2)c2c(F)cccc2c1=O,0.981,train
COc1cc(C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)cc(-c2c[nH]c(=O)[nH]c2=O)c1O,0.981,train
C[C@H](CO)Nc1cc(NS(C)(=O)=O)nc(SCc2ccccc2)n1,0.981,train
N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12,0.981,train
O=C(Nc1ccc(NC(=O)c2ccccn2)cc1)c1cccc(-c2c[nH]c(=O)[nH]c2=O)c1,0.981,train
C[C@H](CO)Nc1cc(NS(=O)(=O)N(C)C)nc(SCc2ccccc2)n1,0.981,train
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3OC3OC(C(=O)O)C(O)C(O)C3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(OC2OC(CO)C(O)C(O)C2O)cc(O)cc1C(C(=O)NCCCN(C)C)NC3=O,0.98,train
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0.98,train
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0.98,train
C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,0.98,train
CC(C)c1nnc(NC(=O)NC2C3CC4CC(C3)CC2C4)o1,0.98,train
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,0.98,train
CC=CCC(C)C(=O)C1C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0.98,train
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(c2ncccn2)C3)cc1,0.98,train
C[C@@](C(=O)O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,0.98,train
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CN(c2ncccn2)CC3)cc1,0.98,train
Cc1cccc2nc(C(=O)N[C@H]3CC[C@@H](NC(=O)c4cc(F)cnc4Oc4cccc(-c5ccc(CN6CCC(N7CCCC7)CC6)cc5)c4)CC3)cn12,0.98,train
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,0.98,train
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.98,train
COc1cc(-c2cnc3[nH]cc(-c4cnc(N)nc4)c3c2)cc(OC)c1OC,0.98,train
CN(c1nccc(O)n1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.98,train
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.98,train
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,0.98,train
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.98,train
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.98,train
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0.98,train
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,0.98,train
Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1,0.98,train
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,0.98,train
COc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(C#N)nc3C)CC2)cc1,0.98,train
COc1nc(-c2nc(Nc3cc(C(F)(F)F)ccc3F)n(C)n2)ccc1-n1cnc(C)c1,0.98,train
C=CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)cc1,0.98,train
CN(C)CC(=O)N1CCn2c(c(C3CCCCC3)c3ccc(C(=O)O)cc32)-c2ccc(F)cc2C1,0.98,train
COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12,0.98,train
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.98,train
CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(S(=O)(=O)CC)CC2)c2ccccc12,0.98,train
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.98,train
Cc1csc(N(C)C(=O)CSc2ccc(-c3ccccc3)nn2)n1,0.98,train
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0.98,train
OC[C@H]1C[C@@H](O)CCN1CCc1ccc(Nc2nc(-c3ccc(Cl)cc3Cl)cs2)cc1,0.98,train
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0.98,train
COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br,0.98,train
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,0.98,train
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,0.98,train
CCS(=O)(=O)N1CCCc2ccc(NC(=O)c3ccccc3Br)cc21,0.98,train
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.98,train
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,0.98,train
O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,0.98,train
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,0.98,train
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,0.98,train
CCCC(=O)N(C)c1cccc(NC(=O)c2ccccc2Br)c1,0.98,train
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0.98,train
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,0.98,train
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,0.98,train
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,0.98,train
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.98,train
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.98,train
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,0.98,train
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,0.98,train
C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,0.98,train
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,0.98,train
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,0.98,train
Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,0.98,train
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,0.98,train
Cc1ncc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cnc(OC2CCOCC2)c(N2CCOCC2)c1,0.98,train
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,0.98,train
COC(O)=C1C(C)=NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.98,train
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C1CC1,0.98,train
CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,0.98,train
Cn1ccc2c(Cc3ccc(-c4nccs4)cc3)cc(C(=O)N[C@@H]3CCOC[C@H]3O)nc21,0.98,train
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.98,train
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C,0.98,train
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0.98,train
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C1C,0.98,train
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,0.98,train
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0.98,train
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,0.98,train
Clc1ccccc1CN1CCc2sccc2C1,0.98,train
